id,dex_number,region,slug,description,credit,enabled,catchable,abundance,gender_rate,has_gender_differences,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
475,475,sinnoh,gallade,"Because it can sense what its foe is thinking, its attacks burst out first, fast, and fierce.",,1,1,96,0,0,エルレイド,Erureido,Erureido,Gallade,,Galagladi,Gallame,Psychic,Fighting,,,,,16,520,,281,68,125,65,65,115,80,10068,,,,
476,476,sinnoh,probopass,"It is able to emit powerful magnetism, allowing it control over the iron sand that forms its luscious mustache. Using this iron sand, Probopass forms hard stones with which it smites its prey.",,1,2,96,4,0,ダイノーズ,Dainōzu,Dainose,Probopass,,Voluminas,Tarinorme,Rock,Steel,,,,,14,3400,,299,60,55,145,75,150,40,,,,,
477,477,sinnoh,dusknoir,"Comes to those whose lives have come to an end and escorts their souls to the afterlife. Known to mistakenly take the souls of those who yet have life left in them, albeit rarely.",,1,2,96,4,0,ヨノワール,Yonowāru,Yonoir,Dusknoir,,Zwirrfinst,Noctunoir,Ghost,,,,,,22,1066,,356,45,100,135,65,135,45,,,,,
478,478,sinnoh,froslass,It freezes prey by blowing its −58 degree Fahrenheit breath. It is said to then secretly display its prey.,,1,1,96,8,0,ユキメノコ,Yukimenoko,Yukimenoko,Froslass,,Frosdedje,Momartik,Ice,Ghost,,,,,13,266,,361,70,80,70,80,70,110,,,,,
479,479,sinnoh,rotom,"Research continues on this Pokémon, which could be the power source of a unique motor.",,1,2,96,-1,0,ロトム,Rotomu,Rotom,Rotom,,Rotom,Motisma,Electric,Ghost,,,,,3,3,,,50,50,77,95,77,91,,,,,
480,480,sinnoh,uxie,A Pokémon feared but also respected for stealing away the memories of evildoers. I have found records that suggest Uxie holds dominion over knowledge.,,1,1,6,-1,0,ユクシー,Yukushī,Yuxie,Uxie,,Selfe,Créhelf,Psychic,,,1,,,3,3,,,75,75,130,75,130,95,,,,,
481,481,sinnoh,mesprit,"Known as the Being of Emotion. In legend, this Pokémon was feared, as any who showed disrespect would have their emotions thrown into disarray.",,1,1,6,-1,0,エムリット,Emuritto,Emrit,Mesprit,,Vesprit,Créfollet,Psychic,,,1,,,3,3,,,80,105,105,105,105,80,,,,,
482,482,sinnoh,azelf,The dreaded Being of Willpower. Legends tell of this Pokémon manipulating the will of its adversaries and turning them into puppets of its own.,,1,1,6,-1,0,アグノム,Agunomu,Agnome,Azelf,,Tobutz,Créfadet,Psychic,,,1,,,3,3,,,75,125,70,125,70,115,,,,,
483,483,sinnoh,dialga,This Pokémon is revered as a deity in Hisuian legend. The birth of Dialga was what caused the vast river of time to begin flowing in our world.,,1,2,6,-1,0,ディアルガ,Diaruga,Dialga,Dialga,,Dialga,Dialga,Steel,Dragon,,1,,,54,6830,,,100,120,120,150,100,90,,,,,
484,484,sinnoh,palkia,"This Pokémon is feared as a deity in Hisuian legend. The birth of Palkia was what caused the walls of our world to disappear, creating a sky that spans for infinity.",,1,2,6,-1,0,パルキア,Parukia,Palkia,Palkia,,Palkia,Palkia,Water,Dragon,,1,,,42,3360,,,90,120,100,150,120,100,,,,,
485,485,sinnoh,heatran,Stories tell of this Pokémon being birthed from the boiling magma within Mount Coronet. Its molten-steel body holds many mysteries.,,1,2,6,4,0,ヒードラン,Hīdoran,Heatran,Heatran,,Heatran,Heatran,Fire,Steel,,1,,,17,4300,,,91,90,106,130,106,77,,,,,
486,486,sinnoh,regigigas,"According to legend, Regigigas pulled landmasses together and bound them with rope to create the continent of Hisui. Though I have my doubts, the story could well contain a shred of truth.",,1,2,6,-1,0,レジギガス,Rejigigasu,Regigigas,Regigigas,,Regigigas,Regigigas,Normal,,,1,,,37,4200,,,110,160,110,80,110,100,,,,,
487,487,sinnoh,giratina-altered,There is one Hisuian verse that tells of a powerful light creating a deep shadow. I imagine that this deep shadow is Giratina.,,1,2,6,-1,0,ギラティナ,Giratina,Giratina,Giratina,,Giratina,Giratina,Ghost,Dragon,,1,,,45,7500,,,150,100,120,100,120,90,,,,,
488,488,sinnoh,cresselia,Cresselia is reminiscent of the crescent moon. It leaves a brilliant line of light in its wake as it flies across the night sky. I daresay it resembles the heavenly maiden who created the Milky Way.,,1,1,6,8,0,クレセリア,Kureseria,Cresselia,Cresselia,,Cresselia,Cresselia,Psychic,,,1,,,15,856,,,120,70,120,75,130,85,,,,,
489,489,sinnoh,phione,Can be seen floating offshore during seasons when the seas are warm. Its azure body blends in with the ocean waters—logic suggests this is a defense mechanism against natural predators.,,1,4,12,-1,0,フィオネ,Fione,Phione,Phione,,Phione,Phione,Water,,1,,,,4,31,,,80,80,80,80,80,80,,,,,
490,490,sinnoh,manaphy,"Rumored to migrate across the oceans and visit Hisui’s coastal waters only rarely. Although Manaphy resembles Phione, it is also quite different. The relation between the two is unclear.",,1,4,12,-1,0,マナフィ,Manafi,Manaphy,Manaphy,,Manaphy,Manaphy,Water,,1,,,,3,14,,,100,100,100,100,100,100,,,,,
491,491,sinnoh,darkrai,"On a moonless night, a strange incident occurred in which every one of a village’s inhabitants suffered nightmares. The villagers attested that Darkrai appeared before them in these nightmares.",,1,2,12,-1,0,ダークライ,Dākurai,Darkrai,Darkrai,,Darkrai,Darkrai,Dark,,1,,,,15,505,,,70,90,90,135,90,125,,,,,
492,492,sinnoh,shaymin-land,"When the turning of seasons brings the cruel winter to its end and the joyous people give thanks to the heavens, Shaymin appears and covers the withered land with flowers.",,1,1,12,-1,0,シェイミ,Sheimi,Shaymin,Shaymin,,Shaymin,Shaymin,Grass,,1,,,,2,21,,,100,100,100,100,100,100,,,,,
493,493,sinnoh,arceus,It is the heavenly fount from which pours the light that shines across Hisui. Its luminance guides and protects all Pokémon. Hisuian mythology states that Arceus is the creator of all things.,,1,2,12,-1,0,アルセウス,Aruseusu,Arceus,Arceus,,Arceus,Arceus,Normal,,1,,,,32,3200,,,120,120,120,120,120,120,,,,,
494,494,unova,victini,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",,1,1,12,-1,0,ビクティニ,Bikutini,Victini,Victini,,Victini,Victini,Psychic,Fire,1,,,,4,40,,,100,100,100,100,100,100,,,,,
495,495,unova,snivy,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",,1,1,512,1,0,ツタージャ,Tsutāja,Tsutarja,Snivy,,Serpifeu,Vipélierre,Grass,,,,,,6,81,496,,45,45,55,45,55,63,,,,,
496,496,unova,servine,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",,1,1,384,1,0,ジャノビー,Janobī,Janovy,Servine,,Efoserp,Lianaja,Grass,,,,,,8,160,497,495,60,60,75,60,75,83,,,,,
497,497,unova,serperior,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,,1,1,96,1,0,ジャローダ,Jarōda,Jalorda,Serperior,,Serpiroyal,Majaspic,Grass,,,,,,33,630,,496,75,75,95,75,95,113,,,,,
498,498,unova,tepig,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",,1,1,512,1,0,ポカブ,Pokabu,Pokabu,Tepig,,Floink,Gruikui,Fire,,,,,,5,99,499,,65,63,45,45,45,45,,,,,
499,499,unova,pignite,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",,1,1,384,1,0,チャオブー,Chaobū,Chaoboo,Pignite,,Ferkokel,Grotichon,Fire,Fighting,,,,,10,555,500,498,90,93,55,70,55,55,,,,,
500,500,unova,emboar,It has mastered fast and powerful fighting moves. It grows a beard of fire.,,1,1,96,1,0,エンブオー,Enbuō,Enbuoh,Emboar,,Flambirex,Roitiflam,Fire,Fighting,,,,,16,1500,,499,110,123,65,100,65,65,,,,,
501,501,unova,oshawott,"This Pokémon from the Unova region uses the shell on its belly as a weapon to cut down its foes. Thus, I’ve conferred upon this shell the name “scalchop.”",,1,1,512,1,0,ミジュマル,Mijumaru,Mijumaru,Oshawott,,Ottaro,Moustillon,Water,,,,,,5,59,502,,55,55,45,63,45,45,,,,,
502,502,unova,dewott,"Its exquisite double-scalchop technique is likely the result of daily training, and it can send even masters of the blade fleeing in defeat.",,1,1,384,1,0,フタチマル,Futachimaru,Futachimaru,Dewott,,Zwottronin,Mateloutre,Water,,,,,,8,245,503,501,75,75,60,83,60,60,,,,,
503,503,unova,samurott,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,,1,1,96,1,0,ダイケンキ,Daikenki,Daikenki,Samurott,,Admurai,Clamiral,Water,,,,,,15,946,,502,95,100,85,108,70,70,,,,,
504,504,unova,patrat,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",,1,1,384,4,0,ミネズミ,Minezumi,Minezumi,Patrat,,Nagelotz,Ratentif,Normal,,,,,,5,116,505,,45,55,39,35,39,42,,,,,
505,505,unova,watchog,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",,1,1,96,4,0,ミルホッグ,Miruhoggu,Miruhog,Watchog,,Kukmarda,Miradar,Normal,,,,,,11,270,,504,60,85,69,60,69,77,,,,,
506,506,unova,lillipup,"This Pokémon is far brighter than the average child, and Lillipup won’t forget the love it receives or any abuse it suffers.",,1,1,1536,4,0,ヨーテリー,Yōterī,Yorterrie,Lillipup,,Yorkleff,Ponchiot,Normal,,,,,,4,41,507,,45,60,45,25,45,55,,,,,
507,507,unova,herdier,The black fur that covers this Pokémon’s body is dense and springy. Even sharp fangs bounce right off.,,1,1,384,4,0,ハーデリア,Hāderia,Herderrie,Herdier,,Terribark,Ponchien,Normal,,,,,,9,147,508,506,65,80,65,35,65,60,,,,,
508,508,unova,stoutland,Stoutland is immensely proud of its impressive moustache. It’s said that moustache length is what determines social standing among this species.,,1,1,96,4,0,ムーランド,Mūrando,Mooland,Stoutland,,Bissbark,Mastouffe,Normal,,,,,,12,610,,507,85,110,90,45,90,80,,,,,
509,509,unova,purrloin,Opponents that get drawn in by its adorable behavior come away with stinging scratches from its claws and stinging pride from its laughter.,,1,1,384,4,0,チョロネコ,Choroneko,Choroneko,Purrloin,,Felilou,Chacripan,Dark,,,,,,4,101,510,,41,50,37,50,37,66,,,,,
510,510,unova,liepard,This stealthy Pokémon sneaks up behind prey without making any sound at all. It competes with Thievul for territory.,,1,1,96,4,0,レパルダス,Reparudasu,Lepardas,Liepard,,Kleoparda,Léopardus,Dark,,,,,,11,375,,509,64,88,50,88,50,106,,,,,
511,511,unova,pansage,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,,1,1,384,1,0,ヤナップ,Yanappu,Yanappu,Pansage,,Vegimak,Feuillajou,Grass,,,,,,6,105,512,,50,53,48,53,48,64,,,,,
512,512,unova,simisage,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",,1,1,96,1,0,ヤナッキー,Yanakkī,Yanakkie,Simisage,,Vegichita,Feuiloutan,Grass,,,,,,11,305,,511,75,98,63,98,63,101,,,,,
513,513,unova,pansear,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,,1,1,384,1,0,バオップ,Baoppu,Baoppu,Pansear,,Grillmak,Flamajou,Fire,,,,,,6,110,514,,50,53,48,53,48,64,,,,,
514,514,unova,simisear,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",,1,1,96,1,0,バオッキー,Baokkī,Baokkie,Simisear,,Grillchita,Flamoutan,Fire,,,,,,10,280,,513,75,98,63,98,63,101,,,,,
515,515,unova,panpour,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,,1,1,384,1,0,ヒヤップ,Hiyappu,Hiyappu,Panpour,,Sodamak,Flotajou,Water,,,,,,6,135,516,,50,53,48,53,48,64,,,,,
516,516,unova,simipour,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",,1,1,96,1,0,ヒヤッキー,Hiyakkī,Hiyakkie,Simipour,,Sodachita,Flotoutan,Water,,,,,,10,290,,515,75,98,63,98,63,101,,,,,
517,517,unova,munna,"It eats dreams and releases mist. The mist is pink when it’s eating a good dream, and black when it’s eating a nightmare.",,1,1,384,4,0,ムンナ,Munna,Munna,Munna,,Somniam,Munna,Psychic,,,,,,6,233,518,,76,25,45,67,55,24,,,,,
518,518,unova,musharna,"It drowses and dreams all the time. It’s best to leave it be if it’s just woken up, as it’s a terrible grump when freshly roused from sleep.",,1,1,96,4,0,ムシャーナ,Mushāna,Musharna,Musharna,,Somnivora,Mushana,Psychic,,,,,,11,605,,517,116,55,85,107,95,29,,,,,
519,519,unova,pidove,"It’s forgetful and not very bright, but many Trainers love it anyway for its friendliness and sincerity.",,1,1,1536,4,0,マメパト,Mamepato,Mamepato,Pidove,,Dusselgurr,Poichigeon,Normal,Flying,,,,,3,21,520,,50,55,50,36,30,43,,,,,
520,520,unova,tranquill,These bright Pokémon have acute memories. Apparently delivery workers often choose them as their partners.,,1,1,384,4,0,ハトーボー,Hatōbō,Hatoboh,Tranquill,,Navitaub,Colombeau,Normal,Flying,,,,,6,150,521,519,62,77,62,50,42,65,,,,,
521,521,unova,unfezant,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,,1,1,96,4,1,ケンホロウ,Kenhorō,Kenhallow,Unfezant,,Fasasnob,Déflaisan,Normal,Flying,,,,,12,290,,520,80,115,80,65,55,93,,,,,
522,522,unova,blitzle,Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.,,1,1,384,4,0,シママ,Shimama,Shimama,Blitzle,,Elezeba,Zébibron,Electric,,,,,,8,298,523,,45,60,32,50,32,76,,,,,
523,523,unova,zebstrika,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",,1,1,96,4,0,ゼブライカ,Zeburaika,Zebraika,Zebstrika,,Zebritz,Zéblitz,Electric,,,,,,16,795,,522,75,100,63,80,63,116,,,,,
524,524,unova,roggenrola,"When it detects a noise, it starts to move. The energy core inside it makes this Pokémon slightly warm to the touch.",,1,2,1536,4,0,ダンゴロ,Dangoro,Dangoro,Roggenrola,,Kiesling,Nodulithe,Rock,,,,,,4,180,525,,55,75,85,25,25,15,,,,,
525,525,unova,boldore,"It relies on sound in order to monitor what’s in its vicinity. When angered, it will attack without ever changing the direction it’s facing.",,1,2,384,4,0,ガントル,Gantoru,Gantle,Boldore,,Sedimantur,Géolithe,Rock,,,,,,9,1020,526,524,70,105,105,50,40,20,,,,,
526,526,unova,gigalith,"Although its energy blasts can blow away a dump truck, they have a limitation— they can only be fired when the sun is out.",,1,2,96,4,0,ギガイアス,Gigaiasu,Gigaiath,Gigalith,,Brockoloss,Gigalithe,Rock,,,,,,17,2600,,525,85,135,130,60,80,25,,,,,
527,527,unova,woobat,"It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.",,1,2,384,4,0,コロモリ,Koromori,Koromori,Woobat,,Fleknoil,Chovsourir,Psychic,Flying,,,,,4,21,528,,65,45,43,55,43,72,,,,,
528,528,unova,swoobat,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,,1,2,96,4,0,ココロモリ,Kokoromori,Kokoromori,Swoobat,,Fletiamo,Rhinolove,Psychic,Flying,,,,,9,105,,527,67,57,55,77,55,114,,,,,
529,529,unova,drilbur,"It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.",,1,2,384,4,0,モグリュー,Moguryū,Mogurew,Drilbur,,Rotomurf,Rototaupe,Ground,,,,,,3,85,530,,60,85,40,30,45,68,,,,,
530,530,unova,excadrill,"Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.",,1,2,96,4,0,ドリュウズ,Doryūzu,Doryuzu,Excadrill,,Stalobor,Minotaupe,Ground,Steel,,,,,7,404,,529,110,135,60,50,65,88,,,,,
531,531,unova,audino,"This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.",,1,1,96,4,0,タブンネ,Tabunne,Tabunne,Audino,,Ohrdoch,Nanméouïe,Normal,,,,,,11,310,,,103,60,86,60,86,50,10069,,,,
532,532,unova,timburr,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,,1,1,1536,2,0,ドッコラー,Dokkorā,Dokkorer,Timburr,,Praktibalk,Charpenti,Fighting,,,,,,6,125,533,,75,80,55,25,35,35,,,,,
533,533,unova,gurdurr,"Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.",,1,1,384,2,0,ドテッコツ,Dotekkotsu,Dotekkotsu,Gurdurr,,Strepoli,Ouvrifier,Fighting,,,,,,12,400,534,532,85,105,85,40,50,40,,,,,
534,534,unova,conkeldurr,"When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.",,1,1,96,2,0,ローブシン,Rōbushin,Roubushin,Conkeldurr,,Meistagrif,Bétochef,Fighting,,,,,,14,870,,533,105,140,95,55,65,45,,,,,
535,535,unova,tympole,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,,1,4,1536,4,0,オタマロ,Otamaro,Otamaro,Tympole,,Schallquap,Tritonde,Water,,,,,,5,45,536,,50,50,40,50,40,64,,,,,
536,536,unova,palpitoad,"On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.",,1,1,384,4,0,ガマガル,Gamagaru,Gamagaru,Palpitoad,,Mebrana,Batracné,Water,Ground,,,,,8,170,537,535,75,65,55,65,55,69,,,,,
537,537,unova,seismitoad,"This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.",,1,1,96,4,0,ガマゲロゲ,Gamageroge,Gamageroge,Seismitoad,,Branawarz,Crapustule,Water,Ground,,,,,15,620,,536,105,95,75,85,75,74,,,,,
538,538,unova,throh,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,,1,2,96,0,0,ナゲキ,Nageki,Nageki,Throh,,Jiutesto,Judokrak,Fighting,,,,,,13,555,,,120,100,85,30,85,45,,,,,
539,539,unova,sawk,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,,1,2,96,0,0,ダゲキ,Dageki,Dageki,Sawk,,Karadonis,Karaclée,Fighting,,,,,,14,510,,,75,125,75,30,75,85,,,,,
540,540,unova,sewaddle,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",,1,1,1536,4,0,クルミル,Kurumiru,Kurumiru,Sewaddle,,Strawickl,Larveyette,Bug,Grass,,,,,3,25,541,,45,53,70,40,60,42,,,,,
541,541,unova,swadloon,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",,1,1,384,4,0,クルマユ,Kurumayu,Kurumayu,Swadloon,,Folikon,Couverdure,Bug,Grass,,,,,5,73,542,540,55,63,90,50,80,42,,,,,
542,542,unova,leavanny,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,,1,1,96,4,0,ハハコモリ,Hahakomori,Hahakomori,Leavanny,,Matrifol,Manternel,Bug,Grass,,,,,12,205,,541,75,103,80,70,80,92,,,,,
